Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,Target
0,303.0599885788053,311.3,1335,53.00011421194723,168,1,0,0,0,0,0,1
1,298.6781642683879,309.41265707355154,1437,50.40847752641771,33,0,0,0,0,0,0,1
0,302.4174541674204,310.7778208280574,1345,46.885437533916715,148,1,0,0,0,0,0,1
1,302.4927914569257,311.05519815284885,1297,61.142418240618106,124,0,0,0,0,0,0,1
0,300.8283881806282,311.10822643869983,1442,50.38435583224254,221,0,0,1,0,0,0,1
0,299.77973903302944,309.1544986438763,1311,66.60305630895759,70,0,0,0,1,0,0,1
0,299.4750245329902,308.65663712913926,1373,61.181514464188254,30,0,0,0,0,0,0,1
0,302.3967349429132,310.35795984776854,1324,52.47428513320255,140,1,0,0,0,0,0,1
0,302.6,310.4,1362,62.573871427940816,74,0,0,0,0,0,0,1
0,297.3166790312042,308.3,1461,56.414305039994005,209,0,0,0,0,0,0,1
0,300.91645967178255,310.8011705924983,1282,67.81528907928426,10,0,0,0,1,0,0,1
0,299.1431543421646,309.53767781589636,1278,60.14263424337651,209,0,0,1,0,0,0,1
0,302.43949451860215,310.476461630215,1349,59.67487821645191,104,1,0,0,0,0,0,1
0,298.3983875928804,309.19193796440203,2604,12.27782171245929,107,0,0,0,1,0,0,1
0,299.3160783340075,308.9375161126841,1257,69.44287555735325,119,0,0,0,1,0,0,1
0,298.9356580040396,309.03396000384726,1409,65.56925398518797,190,0,0,0,0,0,0,1
0,299.2075023051765,308.5075023051765,1378,50.640073765647884,219,0,0,1,0,0,0,1
0,303.4,311.63570074496334,1297,51.87869329532989,49,1,0,0,0,0,0,1
0,302.3674220456254,311.13031181749824,1336,67.30679841062894,197,0,0,0,1,0,0,1
0,302.0,310.48170004834975,1253,59.68500241748816,87,1,0,0,0,0,0,1
1,302.76791371554407,310.6723102241797,1364,51.61581097392044,60,1,0,0,0,0,0,1
1,301.4118084233209,310.19212771778604,1271,62.038209923248154,147,0,0,0,0,0,0,1
0,300.197078958595,309.5654039246012,1332,51.91611136587745,207,0,0,0,0,0,0,1
0,302.4,310.8840692144759,1350,46.79298917029768,148,1,0,0,0,0,0,1
0,300.23686845971565,311.63686845971563,1373,48.186520067444405,222,0,0,0,0,0,0,1
0,302.41040926056377,310.1552046302819,1325,51.54070276408049,141,1,0,0,0,0,0,1
0,302.64563880082216,310.6793304410688,1360,52.58040536180876,10,1,0,0,0,0,0,1
1,302.56433739898296,310.7060797377575,1273,55.928767037731866,24,1,0,0,0,0,0,1
0,303.1855397363107,311.50984787853804,1304,61.56768893329517,216,1,0,0,0,0,0,1
0,303.27397035647147,311.6095826766691,1240,55.1054641025549,224,0,0,0,0,0,0,1
0,301.73270734042745,310.74101895981005,1354,57.40187797871776,193,0,0,0,0,0,0,1
0,303.21784175677675,311.4505516442008,1238,54.721918671307876,225,0,0,0,0,0,0,1
0,301.8058998749589,310.79915113411823,1350,60.19240239327763,206,0,0,1,0,0,0,1
0,299.9156616537555,309.38980480024355,1311,63.83744042736487,190,0,0,1,0,0,0,1
0,297.9315843291175,308.9042180607645,2586,12.497890969617744,116,0,0,0,1,0,0,1
2,303.527206134176,312.3962504280992,1273,65.92871465809455,157,0,0,0,0,0,0,1
0,299.0251677568223,310.31184365026934,1302,68.61036319398568,111,0,0,0,1,0,0,1
0,302.1931312129891,310.5363861275604,1351,56.0206063610327,189,0,0,0,0,0,0,1
0,303.294954442938,311.294954442938,1350,48.029362201131825,31,1,0,0,0,0,0,1
0,302.91634970819655,311.1372622811474,1359,47.58954371352457,106,1,0,0,0,0,0,1
0,303.3929036763332,311.4572049017777,1360,47.77325629248263,62,1,0,0,0,0,0,1
1,302.60774148357234,311.66599026693984,2649,11.683502433265044,23,0,0,0,1,0,0,1
0,298.91306994211493,308.3853582493294,2875,4.150325681208519,84,0,0,0,1,0,0,1
0,299.4592118887228,310.1584691594377,1283,63.13313390846564,218,0,0,0,0,0,0,1
0,299.3867905502006,308.64590655890163,1540,37.60125564190067,203,0,0,0,0,0,1,1
0,300.7899658410973,312.3147096493268,1463,58.568189578155476,90,0,0,0,0,0,0,1
0,298.39868643370596,308.4554825796503,1373,50.48903484069934,220,0,0,1,0,0,0,1
0,299.7276726201217,309.9092242067072,1300,61.95981960564113,10,0,0,0,0,0,0,1
0,298.4305081005216,309.64194863821723,1711,27.2885594623044,165,0,0,0,0,0,0,1
0,298.1232566556032,308.4021470466013,1258,69.21896256240049,112,0,0,0,1,0,0,1
0,298.4128505445909,309.51927581688636,2160,15.357827450659151,105,0,0,0,0,0,0,1
0,300.65711062002396,311.0286681399282,1568,36.18532744028735,220,0,0,0,0,0,1,1
0,302.4412315249605,310.2412315249605,1328,50.86009824486486,53,1,0,0,0,0,0,1
0,302.4603236076578,310.6354692652369,1263,66.90381870689447,197,0,0,0,0,0,0,1
0,301.79766946493703,310.87745024867377,1494,40.64386504890594,215,0,0,0,0,0,1,1
1,300.0877479690615,309.9320846661846,2650,11.676421363307671,95,0,0,0,1,0,0,1
0,302.1371517017236,310.71688713714707,1359,49.21218688683513,40,1,0,0,0,0,0,1
1,302.4801619485982,310.7611336401874,1354,56.86882554672397,101,1,0,0,0,0,0,1
0,299.18699771588473,308.9500394777229,1413,55.81103262537713,214,0,0,0,0,0,0,1
1,299.25655788646594,309.8949523576178,1391,67.7959861778797,58,0,0,0,1,0,0,1
0,302.1505838814743,311.06381373331715,1335,62.591056740542754,204,0,0,0,0,0,0,1
0,301.07294285578365,309.4339939848193,1298,65.36798796963866,223,0,0,0,0,0,0,1
0,301.80565179014906,310.38483069045867,1262,61.233431202477234,92,0,0,0,0,0,0,1
0,303.15133611833005,311.3770041774951,1336,53.67805848493111,175,1,0,0,0,0,0,1
0,298.73022598639466,308.81497831988617,2509,13.114708973263744,149,0,0,0,1,0,0,1
0,299.4559018978235,309.2039500234195,1260,64.63215548269481,97,0,0,0,0,0,0,1
0,301.7888561898134,311.3462232685175,1362,61.18526584259175,203,0,0,1,0,0,0,1
0,302.4879593286394,310.43941695103985,1263,66.13396615359544,196,0,0,0,0,0,0,1
0,303.57673961379106,312.33021884137327,1365,54.87664131029959,202,0,0,0,0,0,0,1
0,301.1439620438597,310.8605156204678,1337,60.84274102222223,203,0,0,0,0,0,0,1
0,299.677579446285,310.877579446285,2589,12.394394861571243,74,0,0,0,1,0,0,1
0,298.5226738771714,309.5048586879653,1294,66.6379167648877,12,0,0,0,0,0,0,1
0,300.07181372322276,309.60551470345297,1498,35.545833327826685,206,0,0,0,0,0,1,1
1,301.53284807468094,310.4328480746809,2640,11.93704119019487,20,0,0,0,1,0,0,1
1,301.91883765287537,311.300885621952,1364,63.176863443378345,206,0,0,0,0,0,0,1
0,303.2040625128583,311.45609376928746,1338,56.59613283982387,187,1,0,0,0,0,0,1
0,302.05658647387577,310.3320733092345,1346,52.64891171870931,64,1,0,0,0,0,0,1
0,300.1279340991363,311.5279340991363,1372,48.05883006233573,222,0,0,0,0,0,0,1
0,301.09068873316886,310.4953657262366,1269,57.35816337821639,195,0,0,1,0,0,0,1
0,300.96691696405406,311.34692631314783,1377,48.84152983160574,225,0,0,0,0,0,0,1
0,299.895993187619,311.0349247043174,1370,57.014123341841206,195,0,0,1,0,0,0,1
1,302.8466656735866,311.33372502286426,1336,59.7380435385054,1,0,0,0,0,0,0,1
0,303.0320662042082,311.1440220680694,1365,47.185142076731836,29,1,0,0,0,0,0,1
0,300.9799275741039,310.4113794252848,1406,51.36335636421218,202,0,0,0,0,0,0,1
0,303.09543195936334,311.2585457055348,1312,51.949067695526274,74,1,0,0,0,0,0,1
1,301.7836039083225,310.6836039083225,2655,11.456425842381872,16,0,0,0,1,0,0,1
0,302.3510714986418,310.12935710081496,1378,49.4871420162987,108,1,0,0,0,0,0,1
1,302.2966884691218,310.35099287122625,1287,58.741058278591716,137,1,0,0,0,0,0,1
0,302.45536778335395,310.25536778335396,1328,52.69781183601263,54,1,0,0,0,0,0,1
0,299.44631652707113,310.2753540037339,2724,9.36515502800462,138,0,0,0,1,0,0,1
0,302.2043806196642,311.80562466943155,1369,56.41936210782917,208,0,0,1,0,0,0,1
2,302.2206702652883,311.16909533780466,1626,34.53720437212977,227,0,0,0,0,0,1,1
0,301.60650611213856,310.59710839460513,1308,65.71469764085026,75,0,0,0,0,0,0,1
0,299.74924831577135,309.2111905999885,1328,51.760463105314514,207,0,0,0,0,0,0,1
0,298.4184350672975,307.8340375721045,1509,31.530485163436826,208,0,0,0,0,0,1,1
0,301.4120875555782,310.88049452777636,1280,65.38379408315092,12,0,0,0,0,0,0,1
0,296.94479595085284,308.02113707264687,1362,52.62223753739735,213,0,0,1,0,0,0,1
0,298.91412348117854,310.21412348117855,1241,73.1733145312996,196,0,0,0,0,0,0,1
1,301.165439108563,310.4363772571503,1383,63.927295428583825,139,0,0,0,1,0,0,1
0,303.0,311.1659391368834,1360,47.02096532701802,107,1,0,0,0,0,0,1
1,302.3950589936465,310.79505899364653,1352,52.70157316390736,103,1,0,0,0,0,0,1
0,302.0248285331769,310.1424828533177,1325,54.232565171111986,83,1,0,0,0,0,0,1
0,303.52571509189335,312.5667187132223,1362,62.21799275734198,200,0,0,1,0,0,0,1
0,301.44020155600134,310.82292187999894,1379,51.320604668004,216,0,0,0,0,0,0,1
1,301.87933850318615,311.26520897061977,1364,63.24566841380476,206,0,0,0,0,0,0,1
0,302.4,310.3,1374,51.62180792079393,162,1,0,0,0,0,0,1
0,302.50040073732606,310.96680024577535,1375,48.7210645366137,32,1,0,0,0,0,0,1
0,302.7,311.253640510441,1447,45.86516100996436,211,0,0,0,0,0,0,1
0,298.0977907968442,309.19779079684423,1356,53.01660743380904,212,0,0,1,0,0,0,1
0,302.4553930033909,310.3824275467903,1348,55.175696721518435,187,0,0,0,0,0,0,1
0,303.23782927286277,311.8756585457256,1336,65.5241196214212,52,0,0,0,0,0,0,1
0,300.5150852339831,310.4984914766017,2633,12.19698295320338,17,0,0,0,1,0,0,1
0,300.56597727210544,310.50518246705275,1362,60.269602597473664,205,0,0,1,0,0,0,1
0,302.52484824441785,311.5430305778082,1361,50.8521245781504,117,0,0,0,0,0,0,1
0,301.2132777311763,310.095009944027,1341,56.245856162398326,203,0,0,1,0,0,0,1
0,300.19148494981323,309.96315680839,1504,48.16346832299587,234,0,0,1,0,0,0,1
0,303.9411980805924,312.9294009597038,1363,61.73557504770118,201,0,0,1,0,0,0,1
0,302.37025971793645,310.7829004701059,1359,47.091427589202794,67,1,0,0,0,0,0,1
1,301.80104943796994,311.05052471898495,2643,11.984292480624637,92,0,0,0,1,0,0,1
0,297.3654770713602,308.3,1469,47.09387937020011,216,0,0,0,0,0,0,1
0,303.04892256509777,311.4588365263176,1332,65.14806217729567,53,0,0,0,0,0,0,1
0,301.63890959394,310.13890959394,1328,48.6474603303098,74,1,0,0,0,0,0,1
1,298.692671839515,309.47068735805993,1437,49.78827886073407,34,0,0,0,0,0,0,1
0,303.28419346592915,311.69960821836275,1341,50.81064573849607,92,1,0,0,0,0,0,1
0,299.6320195724666,308.90314830529564,1383,53.340158595460906,217,0,0,1,0,0,0,1
0,301.63227295291404,310.83973133316374,1266,67.65440085721555,202,0,0,0,0,0,0,1
0,302.4,310.72114012077583,1360,53.88040474625008,154,1,0,0,0,0,0,1
0,302.89407233353097,311.00229403359026,1356,53.12695913376817,9,1,0,0,0,0,0,1
1,299.24843589025494,309.0501760971062,1235,62.556784730298844,92,0,0,0,0,0,0,1
0,297.6788345430769,308.1211654569231,2564,12.8,126,0,0,0,1,0,0,1
0,298.8619684958209,310.23520668175377,1725,27.126761814067155,198,0,0,0,0,0,0,1
1,300.67016622564125,310.7071741640987,1366,63.748643733345006,209,0,0,0,0,0,0,1
0,297.820339513011,308.13647234007976,2830,5.652605167148557,213,0,0,0,1,0,0,1
0,301.74724757875936,310.73455663166254,1354,57.358257263721974,193,0,0,0,0,0,0,1
0,298.1990438464512,308.70978629349,1391,63.982339720117515,10,0,0,0,1,0,0,1
0,299.97292686673626,310.44703838105175,1273,65.79328699705071,210,0,0,1,0,0,0,1
0,297.46478757718677,308.63816137200837,1288,61.96834344870539,204,0,0,1,0,0,0,1
0,303.48387674116333,312.84710139293065,1257,62.43025445427298,219,0,0,0,0,0,0,1
0,299.34503134509976,310.0933751267997,1402,53.211041455333834,219,0,0,1,0,0,0,1
0,302.4889722637352,311.4333833582411,1444,59.66676671648219,165,0,0,0,1,0,0,1
0,298.5778756066085,308.8048038314036,1458,41.17307177520484,210,0,0,0,0,0,1,1
0,299.5653694350725,310.38715924676336,1401,52.72140125539436,220,0,0,1,0,0,0,1
0,299.0,310.4,1367,50.89100473501186,226,0,0,1,0,0,0,1
0,302.3717114090214,311.3908053623845,1298,65.10607376069588,137,0,0,0,0,0,0,1
0,302.5738430408466,311.52640844049387,2714,9.521277641199383,3,0,0,0,1,0,0,1
0,299.00408599101684,308.2726181332676,1371,63.19091784925925,29,0,0,0,0,0,0,1
0,301.2844720977829,310.33765530805863,1340,65.19464296084436,192,0,0,0,0,0,0,1
0,297.3970174285459,307.28497835595556,2298,14.405260295084899,164,0,0,0,1,0,0,1
0,298.9398209806577,308.7759731470987,1328,52.863176511025316,207,0,0,0,0,0,0,1
0,301.0222727485153,310.42375922868644,1405,48.19506136879727,209,0,0,0,0,0,0,1
1,302.1,310.7,1371,46.916071408205724,211,1,0,0,0,0,0,1
0,302.035980381537,310.96398797578075,1397,50.22796013022042,208,0,0,0,0,0,0,1
1,302.6349645334821,310.4655003854167,1361,52.694176561755974,60,1,0,0,0,0,0,1
0,303.0313513751793,311.14378379172643,1365,47.18720713837075,29,1,0,0,0,0,0,1
0,300.1842783793395,311.5842783793395,1374,48.67147747107001,221,0,0,0,0,0,0,1
1,303.3852952081798,312.5558856245394,2705,9.818380989775243,65,0,0,0,1,0,0,1
0,302.8758554078636,311.17585540786354,1333,53.10342163145425,160,1,0,0,0,0,0,1
0,300.10417538729905,309.69320113026265,1519,45.40385516911023,221,0,0,0,0,0,0,1
1,300.6436986576831,310.554329221239,1257,70.43976300201129,115,0,0,0,1,0,0,1
0,301.08712389344265,312.0860347173182,1521,38.312876106557326,212,0,0,0,0,0,1,1
0,299.1619199066681,309.61145583200255,2573,12.640712013999789,92,0,0,0,1,0,0,1
0,302.75221237303174,311.05132742381903,1358,51.515044506098846,103,1,0,0,0,0,0,1
0,300.6456789776584,309.82866341438375,1381,52.54685993052821,216,0,0,1,0,0,0,1
0,302.6592190114314,311.38946398693554,1360,48.97093383996047,116,0,0,0,0,0,0,1
1,301.29138154045745,311.0512927689314,1373,56.87239506015761,133,0,0,0,0,0,0,1
0,302.1665468307968,310.3661873231871,1378,47.734172184422604,166,1,0,0,0,0,0,1
0,301.0569441890545,312.08611162189106,2707,9.84947849626798,141,0,0,0,1,0,0,1
0,299.38056817711714,309.08799241327335,1257,69.61484847231243,121,0,0,0,1,0,0,1
1,300.7712013408993,309.93742306649216,1798,26.436447920850075,221,0,0,0,0,0,1,1
0,301.8913724406031,310.6509448105253,2730,8.996220757898781,39,0,0,0,1,0,0,1
0,299.98388308981646,310.032269609349,1404,61.72576200400637,190,0,0,0,0,0,0,1
0,299.4658058031075,309.8304838169256,1396,52.74790792747048,214,0,0,0,0,0,0,1
0,302.2395504572766,312.163730274366,1251,63.631020555005875,207,0,0,0,0,0,0,1
0,303.27755933980853,311.58232771521523,1314,51.32174005177052,71,1,0,0,0,0,0,1
0,301.6597726377574,310.1597726377574,1330,48.887385334209796,73,1,0,0,0,0,0,1
0,302.0508792103208,310.17017761111464,1334,59.37893433331216,180,1,0,0,0,0,0,1
0,300.697506976232,311.74190971287294,1524,38.71411108119346,213,0,0,0,0,0,1,1
0,302.25349838377167,310.71512378782876,1327,58.25575888925579,91,1,0,0,0,0,0,1
0,297.55508479291245,308.14438559911406,1343,60.190360022148575,204,0,0,1,0,0,0,1
0,303.45640471515884,311.88801571719625,1354,46.48779960839287,192,0,0,0,0,0,0,1
1,300.118080413491,310.6202949000622,1237,72.31476141973869,191,0,0,0,0,0,0,1
0,301.4415113209122,310.54848318300526,1311,70.68972961309642,48,0,0,0,0,0,0,1
0,302.5977412705263,311.3205909176023,1302,64.74682865888889,66,0,0,0,0,0,0,1
0,299.57828129469976,311.0309961328623,1715,27.94570323674947,220,0,0,0,0,0,1,1
0,302.86577219881394,311.65315443976283,1225,67.82791892166051,176,0,0,0,0,0,0,1
0,300.8385767479585,311.3614232520415,1322,67.11182457609493,17,0,0,0,1,0,0,1
0,300.6860442091837,310.263618795554,1495,37.037535936589045,206,0,0,0,0,0,1,1
0,302.046581797523,310.7079057916972,1265,67.71089751784405,200,0,0,0,0,0,0,1
0,302.49193700082566,311.79742360231177,1293,65.10682182592443,1,0,0,0,0,0,0,1
0,298.7414866284756,308.4532757211122,1265,68.34672427888779,81,0,0,0,1,0,0,1
0,303.05683397858564,311.25683397858563,1338,51.909343657369945,172,1,0,0,0,0,0,1
0,302.7337743840873,311.7614786534061,1279,70.38107839545351,98,0,0,0,1,0,0,1
0,302.41570500068605,310.21570500068606,1330,47.541650089191606,53,1,0,0,0,0,0,1
0,297.04795439078606,308.13568073550243,1319,53.143662347941635,203,0,0,0,0,0,0,1
0,302.34432434507465,310.18608108626864,1352,45.14175674119398,168,1,0,0,0,0,0,1
0,303.0951006617275,311.29618940356585,1335,52.603266225515014,171,1,0,0,0,0,0,1
0,303.0035174631532,311.3,1335,53.564825368468405,164,1,0,0,0,0,0,1
0,296.1408920318163,306.6849812349979,2254,14.979167147362006,156,0,0,0,0,0,0,1
0,302.6766596494296,312.42599578965775,1253,62.24975550780253,208,0,0,0,0,0,0,1
0,299.6478948388266,309.85634151067575,1410,56.76335003886864,9,0,0,0,0,0,0,1
1,298.25225617168866,308.88411542149686,1257,69.56669669760063,109,0,0,0,1,0,0,1
0,300.8709768612425,310.713308161483,1338,59.477064575350916,202,0,0,0,0,0,0,1
0,300.3265074286576,311.6492984762694,1372,58.686955048063965,212,0,0,1,0,0,0,1
0,301.6788143330909,310.1788143330909,1326,49.918152461380295,78,1,0,0,0,0,0,1
0,302.40848526511206,310.29575736744397,2675,11.039393418609938,93,0,0,0,1,0,0,1
0,298.76079784875253,310.00940786556237,1375,54.18595885713702,215,0,0,1,0,0,0,1
0,302.09985553421257,310.58321294517714,1369,46.996243889526504,86,1,0,0,0,0,0,1
0,303.0683150059588,311.1658694159709,1307,54.663369988082316,43,1,0,0,0,0,0,1
0,300.94226718730596,311.31005058571924,1460,51.65429140531211,208,0,0,0,0,0,0,1
0,300.8721945617486,309.5759496942432,1367,55.84881672242982,29,0,0,0,0,0,0,1
0,302.5676976752311,310.9676976752311,1329,51.281092955818465,106,1,0,0,0,0,0,1
0,299.6137957605968,309.60607013466256,1324,44.75193140648355,207,0,0,0,0,0,0,1
0,297.7443764164832,308.5819727882498,2565,12.77180272117502,121,0,0,0,1,0,0,1
0,302.436083461431,311.05237238447927,1269,63.50722307620665,91,0,0,0,0,0,0,1
0,300.8390435504072,311.40162681460026,1322,67.05358668597306,17,0,0,0,0,0,0,1
0,297.4510708228292,308.5628563973283,1399,61.8221390363075,61,0,0,0,1,0,0,1
0,302.0628801353923,311.9474644125789,1264,69.53853930703336,225,0,0,0,0,0,0,1
0,302.1051844740567,310.60481415448123,1326,59.06370868160322,88,1,0,0,0,0,0,1
0,302.3130945428882,310.82932286919254,1329,53.68455511954969,201,0,0,0,0,0,0,1
0,299.4723283503974,309.2224648009084,1275,68.74465670079485,70,0,0,0,1,0,0,1
0,297.99661063927897,309.0682118544437,1401,63.52991884164114,0,0,0,0,0,0,0,1
0,298.41681697501554,308.0139233159388,1515,31.2069616579694,209,0,0,0,0,0,1,1
0,300.09325459464844,310.0310848648828,1381,46.3,206,0,0,0,0,0,0,1
0,300.99728577319587,310.79206669415805,1338,60.099581250858954,203,0,0,0,0,0,0,1
0,297.8801555522733,308.946383904311,1369,50.152958623745505,220,0,0,0,0,0,0,1
1,303.4829080797614,311.61611056584184,1331,51.49764474944782,63,1,0,0,0,0,0,1
0,301.02835647464343,310.6131044367847,1269,57.524382734284224,195,0,0,1,0,0,0,1
0,302.5079811941465,311.07883968027886,1361,50.81535872111545,37,1,0,0,0,0,0,1
0,302.16044743296203,311.43531218042114,1331,54.84294487633137,197,0,0,0,0,0,0,1
0,300.1925407637748,310.86814310238424,2574,12.592540763774807,69,0,0,0,1,0,0,1
0,300.35412419873796,311.2020045999532,1380,65.01958600420691,136,0,0,0,0,0,0,1
0,302.31651378184296,310.3669724363141,1346,56.18027674730069,107,1,0,0,0,0,0,1
0,302.2119827602417,310.56139959546476,1309,56.37603447951651,41,1,0,0,0,0,0,1
0,301.92922680129493,310.5730670032374,1341,56.37221642978407,204,0,0,1,0,0,0,1
0,298.60565258989624,309.56171876324936,1287,61.91401654333827,213,0,0,1,0,0,0,1
0,302.6427846128513,311.93394798305593,2705,9.850222706521127,20,0,0,0,1,0,0,1
0,302.9967967437305,311.193593487461,1373,48.27207326606405,65,1,0,0,0,0,0,1
0,298.9193220693496,309.90981270457854,1434,48.885584282939654,227,0,0,0,0,0,0,1
0,299.28131761630897,309.2463717093562,1344,60.57531298832622,190,0,0,1,0,0,0,1
0,298.5667493686947,309.06280104352874,1265,69.43923514557522,101,0,0,0,1,0,0,1
1,303.5946225669591,311.76219874140804,1331,52.11637114008126,64,1,0,0,0,0,0,1
1,300.0491239682325,310.526837614753,1301,66.35997855431444,114,0,0,0,0,0,0,1
0,301.6741368201443,310.64962470441054,1310,68.70735579355257,47,0,0,0,0,0,0,1
0,298.5934888943274,308.38126019039703,1412,53.46172687337907,216,0,0,0,0,0,0,1
0,302.5121100069817,310.8121100069817,1362,55.06159001629066,153,1,0,0,0,0,0,1
1,300.2240943914555,309.8831320869901,1393,46.68313208699011,209,0,0,0,0,0,1,1
0,300.8976045737213,311.7953858139122,1335,58.320498837690664,194,0,0,0,0,0,0,1
0,300.6066553154374,310.38665414117236,1578,37.77999295440942,226,0,0,0,0,0,1,1
0,302.5141257603487,310.91412576034867,1329,55.72756189106045,98,1,0,0,0,0,0,1
0,302.7547055204919,311.0160291403689,1356,47.56933819006149,106,1,0,0,0,0,0,1
0,298.6211188827735,308.2084039501115,1261,69.56207321700349,78,0,0,0,1,0,0,1
1,302.2271707518854,310.9260490226249,1350,50.50419609049965,129,0,0,0,0,0,0,1
0,300.0998167408123,310.63818089839083,1366,57.06581707806898,203,0,0,1,0,0,0,1
0,302.29820710617093,311.25497989727853,1303,59.02370313376617,4,0,0,0,0,0,0,1
0,299.99131214886336,310.2402261674713,1457,47.05800871950622,208,0,0,0,0,0,0,1
1,298.5721760079564,308.9918040105138,2682,10.567079997158423,93,0,0,0,1,0,0,1
0,298.5656449672532,308.42305054710243,1432,61.6090238508865,20,0,0,0,0,0,0,1
0,301.35222417661095,311.20485988961815,1589,30.65992554743439,224,0,0,0,0,0,1,1
0,300.9228619918109,311.16333616188973,1442,50.47095682582668,220,0,0,1,0,0,0,1
1,302.6971516356804,310.4484221934329,1304,55.57883245450495,19,0,0,0,0,0,0,1
0,297.4314867299478,308.72099115329854,1326,47.63199561699078,206,0,0,0,0,0,0,1
0,298.76021601593294,308.6716298528947,1258,69.31695631014352,116,0,0,0,1,0,0,1
0,301.94504798046705,309.94504798046705,1375,48.43242802929943,176,1,0,0,0,0,0,1
0,302.43629202308506,310.16814601154255,1326,51.26893375760693,143,1,0,0,0,0,0,1
0,302.57463843723616,310.97463843723614,1365,58.85872967562646,95,1,0,0,0,0,0,1
1,302.46975996670113,310.21626661116863,1378,49.52783970031051,108,1,0,0,0,0,0,1
1,300.3594183744163,310.47540882250536,1299,65.8811632511674,106,0,0,0,0,0,0,1
0,302.3070331795628,310.6442199077377,1363,54.22360571328941,154,1,0,0,0,0,0,1
0,299.1955444446653,309.71411684597786,1358,60.20445555533469,188,0,0,1,0,0,0,1
0,302.146924597854,310.5481547587124,1366,53.23093250669511,153,1,0,0,0,0,0,1
0,297.87663068235554,308.6267133156029,1372,56.68080101278744,203,0,0,1,0,0,0,1
1,302.17696421638834,310.0769642163884,1365,50.102674065243754,10,1,0,0,0,0,0,1
1,299.4251817140854,308.7625908570427,1312,61.90314367898143,22,0,0,0,0,0,0,1
0,301.2728068023871,309.80526297347467,1343,57.36798474602296,111,1,0,0,0,0,0,1
0,299.4366824652986,309.5450731506652,2082,17.32829177993201,145,0,0,0,0,0,0,1
0,302.57549174997143,310.4509834999428,1322,56.9146732506003,51,1,0,0,0,0,0,1
0,300.2462500357509,311.2894643180603,2134,18.31660718882256,228,0,0,0,0,0,1,1
0,302.3350782403806,310.80261736057093,1344,48.40472246648831,151,1,0,0,0,0,0,1
0,302.5750140973561,311.6557681463572,1336,57.246145170857794,187,0,0,0,0,0,0,1
0,298.23688448798555,308.3844224399276,2584,12.56045214602533,117,0,0,0,1,0,0,1
1,300.5304908963937,309.35093475039554,1367,63.216355083201485,44,0,0,0,1,0,0,1
0,297.69983815752676,308.41025553518716,2563,12.8,123,0,0,0,1,0,0,1
0,299.1373516417407,309.0371723603875,1404,55.52601384193145,215,0,0,1,0,0,0,1
0,302.2957341577404,310.3936237178015,2699,10.0255051287938,64,0,0,0,1,0,0,1
1,299.4057829946988,308.9658707024973,2677,10.727404158970428,85,0,0,0,1,0,0,1
0,299.7388764365832,310.78459652560986,1376,53.57652703780692,215,0,0,1,0,0,0,1
0,300.15351939262547,310.313006844456,1352,56.29253992599356,209,0,0,1,0,0,0,1
0,298.3884267667808,308.8078254105157,1362,51.220469450221586,213,0,0,0,0,0,0,1
0,302.73108746943257,311.3073286063628,1360,47.964775427943934,116,0,0,0,0,0,0,1
0,300.8804709609818,311.571870980033,1334,57.73985158893562,192,0,0,0,0,0,0,1
1,296.5662301059799,307.5770501766332,1254,70.07015915216077,102,0,0,0,1,0,0,1
0,303.39123174822396,311.545615874112,1367,46.935073007104144,60,1,0,0,0,0,0,1
0,302.14770727835884,310.69694303781176,1365,44.20305696218821,76,1,0,0,0,0,0,1
0,303.1597073326413,311.3743592116808,1324,53.86666975185074,227,1,0,0,0,0,0,1
0,302.03276825023187,310.43489523545776,1310,56.73446349953624,40,1,0,0,0,0,0,1
0,298.6935985000155,308.4495303142972,1254,70.57815148568417,113,0,0,0,1,0,0,1
0,298.7784700124641,309.17385131193464,1472,58.720002394826814,174,0,0,0,1,0,0,1
1,302.1830339664463,310.75379245805783,1368,50.30069804524761,128,1,0,0,0,0,0,1
1,299.7376130419423,309.25004110616084,1883,22.949630044552535,222,0,0,0,0,0,1,1
0,299.0759380071676,308.7390077706086,1410,50.95351934050325,215,0,0,0,0,0,0,1
0,301.61492952268645,310.09851101944554,1344,53.7268215085516,110,1,0,0,0,0,0,1
0,299.2063746223798,308.5308965257014,1515,32.58504003024826,208,0,0,0,0,0,1,1
0,298.95079493834027,310.1154661475221,1243,74.2409420290052,194,0,0,0,0,0,0,1
0,299.56717577445227,311.0212788026457,1716,27.9179394361307,220,0,0,0,0,0,1,1
0,299.0238427178954,309.92384271789535,1371,55.843056307372095,201,0,0,1,0,0,0,1
0,298.3920055498345,308.6396403998796,2682,10.54290455013542,81,0,0,0,1,0,0,1
0,302.2585022845747,310.71887671343103,1327,58.228237434839166,91,1,0,0,0,0,0,1
0,297.4158031048669,308.28421974740996,1260,69.16842425996867,103,0,0,0,1,0,0,1
0,301.5008779710997,310.6427317184143,2656,11.970926873657325,113,0,0,0,1,0,0,1
0,299.84761835326196,309.9488963100482,1410,55.959584675896934,9,0,0,0,0,0,0,1
0,302.63105776947907,312.0877344377017,1287,69.7978244517058,142,0,0,0,1,0,0,1
